gname,iyear,country,attacktype1,weaptype1,targtype1
Al-Shabaab,2013,182,2,6,4
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,2
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,1
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,1
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,1,5,3
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,4
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,3,6,21
Kurdistan Workers' Party (PKK),2013,209,6,13,4
Boko Haram,2013,147,9,13,14
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,8
Taliban,2013,4,3,6,14
Al-Shabaab,2013,182,2,6,4
Taliban,2013,4,1,5,2
Communist Party of India - Maoist (CPI-Maoist),2013,92,3,6,3
Communist Party of India - Maoist (CPI-Maoist),2013,92,2,5,3
Al-Shabaab,2013,104,2,5,3
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,2,5,4
Al-Shabaab,2013,182,2,5,2
Kuki National Front (KNF),2013,92,6,5,1
Taliban,2013,4,3,6,14
National Liberation Army of Colombia (ELN),2013,45,3,6,3
Boko Haram,2013,147,2,5,14
Continuity Irish Republican Army (CIRA),2013,603,7,8,1
Taliban,2013,4,3,6,4
Al-Shabaab,2013,182,2,5,3
Al-Shabaab,2013,182,9,13,2
Al-Shabaab,2013,182,9,13,3
Al-Shabaab,2013,182,9,13,2
Al-Shabaab,2013,182,9,13,2
Al-Shabaab,2013,182,3,6,2
Lashkar-e-Taiba (LeT),2013,92,2,5,3
Communist Party of India - Maoist (CPI-Maoist),2013,92,3,6,3
National Democratic Front of Bodoland (NDFB),2013,92,2,5,4
Garo National Liberation Army,2013,92,2,6,1
Garo National Liberation Army,2013,92,2,6,3
Garo National Liberation Army,2013,92,9,13,3
Jamaat-E-Islami (Bangladesh),2013,19,7,8,2
New People's Army (NPA),2013,160,2,6,3
Boko Haram,2013,147,6,8,14
Separatists,2013,205,3,6,8
Mujahideen Ansar,2013,153,3,6,4
Baloch Republican Army (BRA),2013,153,3,6,4
Baloch Liberation Tigers (BLT),2013,153,2,5,2
Ansar Bayt al-Maqdis (Ansar Jerusalem),2013,60,3,6,3
New People's Army (NPA),2013,160,7,8,1
Al-Shabaab,2013,104,3,6,18
Taliban,2013,4,2,5,4
Jamaat-E-Islami (Bangladesh),2013,19,3,6,2
Maoists,2013,92,6,5,14
Maoists,2013,92,2,5,14
Oglaigh na hEireann,2013,603,3,6,14
Islamic State of Iraq and the Levant (ISIL),2013,95,2,5,1
Garo National Liberation Army,2013,92,6,5,14
Maoists,2013,92,7,8,19
Jamaat-E-Islami (Bangladesh),2013,19,3,6,2
New People's Army (NPA),2013,160,3,6,3
Abu Sayyaf Group (ASG),2013,160,3,6,2
Movement for Oneness and Jihad in West Africa (MUJAO),2013,123,3,6,7
Movement for Oneness and Jihad in West Africa (MUJAO),2013,123,9,13,14
Revolutionary Armed Forces of Colombia (FARC),2013,45,2,5,3
Al-Shabaab,2013,104,3,6,19
Al-Shabaab,2013,182,3,6,4
Al-Shabaab,2013,104,3,6,14
New People's Army (NPA),2013,160,2,5,4
Taliban,2013,4,3,6,3
Taliban,2013,4,3,6,14
Taliban,2013,4,3,6,14
Maoists,2013,92,6,5,14
Maoists,2013,92,2,5,1
Boko Haram,2013,147,7,5,14
Sudan People's Liberation Movement - North,2013,195,3,6,14
Revolutionary Armed Forces of Colombia (FARC),2013,45,7,8,21
Tehrik-i-Taliban Pakistan (TTP),2013,153,1,5,17
New People's Army (NPA),2013,160,7,8,1
Al-Shabaab,2013,182,2,5,15
Taliban,2013,4,3,6,14
Taliban,2013,4,3,6,3
Taliban,2013,4,3,6,2
Tribesmen,2013,228,2,5,4
National Democratic Front of Bodoland (NDFB),2013,92,2,6,1
Maoists,2013,92,3,6,16
Maoists,2013,92,3,6,16
Mozambique National Resistance Movement (MNR),2013,137,2,5,3
Taliban,2013,4,3,6,14
New People's Army (NPA),2013,160,3,6,4
New People's Army (NPA),2013,160,7,5,1
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Maoists,2013,92,2,5,3
Taliban,2013,4,1,13,4
Al-Shabaab,2013,182,2,5,14
Dissident Republicans,2013,603,2,8,1
Tehrik-i-Taliban Pakistan (TTP),2013,153,3,6,3
Tehrik-i-Taliban Pakistan (TTP),2013,153,3,6,4
Tehrik-i-Taliban Pakistan (TTP),2013,153,3,6,15
United Liberation Front of Assam (ULFA),2013,92,3,6,14
Taliban,2013,4,3,6,3
National Democratic Alliance Army (NDAA-ESSA),2013,138,3,6,1
Abdullah Azzam Brigades,2013,110,3,6,4
Abdullah Azzam Brigades,2013,110,3,6,14
Tehrik-i-Taliban Pakistan (TTP),2013,153,2,6,14
Taliban,2013,4,2,5,14
Taliban,2013,4,2,5,3
Taliban,2013,4,2,5,3
Taliban,2013,4,2,5,3
Taliban,2013,4,2,5,3
Taliban,2013,4,2,5,3
Taliban,2013,4,3,6,4
Jaish al-Adl,2013,94,3,6,4
Boko Haram,2013,147,2,5,1
Baloch Liberation Army (BLA),2013,153,3,6,4
Al-Shabaab,2013,182,2,5,1
Al-Shabaab,2013,182,2,9,14
Al-Shabaab,2013,182,9,13,4
Al-Shabaab,2013,104,2,5,14
Al-Shabaab,2013,182,9,13,4
Tehrik-i-Taliban Pakistan (TTP),2013,153,3,6,4
Taliban,2013,4,3,6,4
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2013,95,2,5,14
Separatists,2013,205,2,5,3
People's Liberation Front of India,2013,92,3,6,1
Maoists,2013,92,7,5,14
Anti-Balaka Militia,2013,41,3,6,7
Separatists,2013,205,1,5,2
Tribesmen,2013,228,3,6,21
Maoists,2013,92,9,13,14
Maoists,2013,92,3,6,1
Boko Haram,2013,147,6,6,4
National Liberation Army of Colombia (ELN),2013,45,3,6,21
Revolutionary Armed Forces of Colombia (FARC),2013,45,3,6,20
New People's Army (NPA),2013,160,7,5,1
Al-Shabaab,2013,182,3,6,20
Tehrik-i-Taliban Pakistan (TTP),2013,153,3,6,3
Maoists,2013,92,7,8,1
New People's Army (NPA),2013,160,2,5,4
New People's Army (NPA),2013,160,2,5,4
Al-Shabaab,2013,182,3,6,4
Jamaat-E-Islami (Bangladesh),2013,19,1,6,14
Tribesmen,2013,228,6,5,4
Taliban,2013,4,6,13,2
Southern Mobility Movement (Yemen),2013,228,3,6,3
Taliban,2013,4,1,5,4
Taliban,2013,4,2,5,4
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,1,6,14
Southern Mobility Movement (Yemen),2013,228,2,5,3
Jamaat-E-Islami (Bangladesh),2013,19,3,6,14
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,9,13,3
Fulani extremists,2013,147,2,5,14
Tribesmen,2013,228,3,6,21
Jewish Defense League (JDL),2013,69,8,9,1
Ansar al-Sharia (Libya),2013,113,3,6,4
Runda Kumpulan Kecil (RKK),2013,205,3,6,3
Libya Shield Force,2013,113,6,6,14
Runda Kumpulan Kecil (RKK),2013,205,3,6,3
Runda Kumpulan Kecil (RKK),2013,205,3,6,1
Barisan Revolusi Nasional (BRN),2013,205,3,6,3
Al-Shabaab,2013,182,2,5,2
Islamic State of Iraq and the Levant (ISIL),2013,95,2,5,4
Taliban,2013,4,1,6,2
Taliban,2013,4,1,6,3
Communist Party of India - Maoist (CPI-Maoist),2013,92,6,5,1
Palestinian Islamic Jihad (PIJ),2013,97,3,6,19
National Democratic Front of Bodoland (NDFB),2013,92,6,5,1
Taliban,2013,4,3,6,4
Jewish Defense League (JDL),2013,69,6,9,14
Maoists,2013,92,7,8,2
Runda Kumpulan Kecil (RKK),2013,205,3,6,1
Runda Kumpulan Kecil (RKK),2013,205,3,6,1
Jama'atul Mujahideen Bangladesh (JMB),2013,19,2,9,15
Baloch Republican Army (BRA),2013,153,2,5,1
Revolutionary Armed Forces of Colombia (FARC),2013,45,3,6,3
Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),2013,147,6,5,1
Islamic State of Iraq and the Levant (ISIL),2013,95,5,6,10
Taliban,2013,4,2,5,4
Dissident Republicans,2013,603,2,5,3
New People's Army (NPA),2013,160,2,5,4
People's Liberation Front of India,2013,92,6,9,14
Al-Nusrah Front,2013,95,2,5,3
Al-Shabaab,2013,182,9,13,4
Al-Shabaab,2013,182,9,13,4
Ansar Bayt al-Maqdis (Ansar Jerusalem),2013,60,3,6,3
Taliban,2013,4,9,13,4
New People's Army (NPA),2013,160,7,5,19
Popular Resistance Committees,2013,97,2,5,2
Taliban,2013,4,3,6,3
Southern Mobility Movement (Yemen),2013,228,9,13,2
Taliban,2013,4,9,13,3
Baloch Republican Army (BRA),2013,153,3,6,21
Taliban,2013,4,3,6,7
Taliban,2013,4,3,6,20
Taliban,2013,4,3,6,20
Al-Shabaab,2013,104,7,8,15
Al-Shabaab,2013,104,7,8,15
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,15
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Allied Democratic Forces (ADF),2013,229,6,5,14
Anti-Balaka Militia,2013,41,2,5,7
Maoists,2013,92,3,6,2
Tribesmen,2013,228,3,6,21
New People's Army (NPA),2013,160,2,5,4
Al-Shabaab,2013,182,3,6,4
Al-Shabaab,2013,182,1,5,2
Kamtapur Liberation Organization (KLO),2013,92,3,6,14
Mukhtar Army,2013,95,3,6,17
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,2,5,4
Tribesmen,2013,228,7,5,2
Islamic State of Iraq and the Levant (ISIL),2013,200,6,13,10
Taliban,2013,4,3,6,14
Communist Party of India - Maoist (CPI-Maoist),2013,92,7,5,1
Islamic State of Iraq and the Levant (ISIL),2013,200,6,13,12
New People's Army (NPA),2013,160,2,5,4
Al-Shabaab,2013,182,3,6,1
Taliban,2013,4,3,6,4
Al-Shabaab,2013,182,2,5,14
Kamtapur Liberation Organization (KLO),2013,92,2,5,19
Karbi People's Liberation Tigers (KPLT),2013,92,2,5,14
Islamic State of Iraq and the Levant (ISIL),2013,200,6,5,10
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,1,5,14
Boko Haram,2013,147,2,5,14
Taliban,2013,4,6,13,14
Taliban,2013,4,3,6,3
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Maoists,2013,92,3,6,19
Islamic State of Iraq and the Levant (ISIL),2013,200,6,13,10
Islamic State of Iraq and the Levant (ISIL),2013,200,6,11,10
Maoists,2013,92,6,5,14
Al-Shabaab,2013,182,3,6,2
Muslim extremists,2013,147,2,5,14
Al-Shabaab,2013,182,3,6,4
Caucasus Emirate,2013,167,3,6,19
Al-Shabaab,2013,182,3,6,2
Hezbollah,2013,97,3,6,14
Muslim extremists,2013,228,1,5,2
Baloch Liberation Army (BLA),2013,153,3,6,1
Caucasus Emirate,2013,167,3,6,19
Al-Shabaab,2013,104,3,6,3
Al-Shabaab,2013,182,9,13,17
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2013,95,3,6,3
Group of Popular Fighters,2013,78,1,5,7
Islamic State of Iraq and the Levant (ISIL),2013,95,2,5,4
Islamic State of Iraq and the Levant (ISIL),2013,95,2,5,17
Uighur Separatists,2013,44,2,6,3
Taliban,2013,4,3,6,1
Taliban,2013,4,3,6,4
Southern Mobility Movement (Yemen),2013,228,6,6,4
Al-Shabaab,2013,182,2,6,4
Al-Shabaab,2013,182,2,6,3
Al-Shabaab,2013,182,3,6,14
Al-Shabaab,2013,182,3,6,2
Al-Shabaab,2013,182,3,6,4
Abu Sayyaf Group (ASG),2013,160,3,6,15
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,3,6,3
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,3,6,3
Al-Qaida in the Arabian Peninsula (AQAP),2013,228,3,6,3
Ansar Bayt al-Maqdis (Ansar Jerusalem),2013,60,3,6,21
Anti-Balaka Militia,2013,41,2,5,4
Fulani extremists,2013,147,2,5,15
Israeli extremists,2013,155,7,8,14
Bangsamoro Islamic Freedom Movement (BIFM),2013,160,2,5,4
Bangsamoro Islamic Freedom Movement (BIFM),2013,160,9,13,4
Maoists,2013,92,3,6,16
Maoists,2013,92,7,8,1
Mozambique National Resistance Movement (MNR),2013,137,2,5,4
National Liberation Army of Colombia (ELN),2014,45,3,6,21
Al-Shabaab,2014,182,3,6,1
Jaish-e-Islam,2014,153,3,6,14
Al-Shabaab,2014,182,6,13,12
Muslim extremists,2014,95,2,5,3
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,3
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,3
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,3
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,3
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,2
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,3
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,3
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,3
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,3
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,3
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,3
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,3
Taliban,2014,4,3,6,3
Al-Shabaab,2014,182,3,6,4
Al-Shabaab,2014,182,3,6,1
Mozambique National Resistance Movement (MNR),2014,137,2,5,14
National Liberation Army of Colombia (ELN),2014,45,3,6,21
National Liberation Army of Colombia (ELN),2014,45,3,6,21
National Liberation Army of Colombia (ELN),2014,45,3,6,21
National Liberation Army of Colombia (ELN),2014,45,6,13,14
Maoists,2014,92,6,9,15
Maoists,2014,92,6,13,3
Lashkar-e-Balochistan,2014,153,3,6,14
Bangsamoro Islamic Freedom Movement (BIFM),2014,160,2,5,4
Al-Shabaab,2014,182,3,6,2
Separatists,2014,205,3,6,15
Al-Qaida in the Arabian Peninsula (AQAP),2014,228,1,5,2
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,1
Allied Democratic Forces (ADF),2014,229,1,6,4
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,3
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,4
Islamic State of Iraq and the Levant (ISIL),2014,110,3,6,14
Tehrik-i-Taliban Pakistan (TTP),2014,153,3,6,3
Taliban,2014,4,3,6,14
Ansar Bayt al-Maqdis (Ansar Jerusalem),2014,60,3,6,1
Seleka,2014,37,2,5,4
Baloch Republican Army (BRA),2014,153,2,5,4
Separatists,2014,205,2,5,3
Muslim extremists,2014,153,2,5,15
Communist Party of India - Maoist (CPI-Maoist),2014,92,6,13,14
Al-Shabaab,2014,182,6,13,7
Al-Shabaab,2014,182,3,6,2
Taliban,2014,4,3,6,4
Taliban,2014,4,3,6,3
Taliban,2014,4,3,6,2
Al-Shabaab,2014,182,9,13,4
Al-Shabaab,2014,182,2,5,14
Al-Shabaab,2014,104,3,6,1
Taliban,2014,4,3,6,4
Taliban,2014,4,3,6,14
Manipur Naga People's Army (MNPA),2014,92,3,6,4
Baloch Republican Army (BRA),2014,153,3,6,19
Taliban,2014,4,2,5,3
Bangladesh Nationalist Party (BNP),2014,19,7,8,19
Houthi extremists (Ansar Allah),2014,228,2,5,17
Muslim extremists,2014,182,9,13,4
Bangsamoro Islamic Freedom Movement (BIFM),2014,160,2,6,14
Al-Shabaab,2014,182,2,5,2
Tribesmen,2014,228,3,6,21
Taliban,2014,4,2,5,4
Tehrik-i-Taliban Pakistan (TTP),2014,153,2,6,3
Al-Shabaab,2014,182,2,5,4
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,3
Fulani extremists,2014,147,2,5,14
Baloch Republican Army (BRA),2014,153,3,6,3
Lashkar-e-Jhangvi,2014,153,3,6,8
Taliban,2014,4,3,6,3
Taliban,2014,4,3,6,3
Maoists,2014,92,2,9,14
Tehrik-i-Taliban Pakistan (TTP),2014,153,9,13,3
Taliban,2014,4,2,5,3
Anarchists,2014,98,3,6,1
Anarchists,2014,130,7,8,2
Boko Haram,2014,147,2,5,15
Al-Shabaab,2014,182,2,5,2
Abu Sayyaf Group (ASG),2014,160,9,13,14
Al-Shabaab,2014,182,2,5,1
Al-Shabaab,2014,182,2,5,4
Al-Shabaab,2014,182,9,13,17
Islamic State of Iraq and the Levant (ISIL),2014,95,2,6,3
Ansar Bayt al-Maqdis (Ansar Jerusalem),2014,60,6,5,2
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,3
Tribesmen,2014,228,3,6,21
Achik National Volunteer Council-B (ANVC-B),2014,92,2,5,3
Tehrik-i-Taliban Pakistan (TTP),2014,153,6,9,14
Taliban,2014,4,3,6,14
Separatists,2014,92,2,5,3
New People's Army (NPA),2014,160,2,5,4
Punjabi Taliban,2014,153,5,5,1
Boko Haram,2014,147,6,6,14
Moro Islamic Liberation Front (MILF),2014,160,2,5,4
Al-Shabaab,2014,182,3,6,2
Caucasus Emirate,2014,167,3,6,3
Caucasus Emirate,2014,167,3,6,3
Maoists,2014,92,2,9,1
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,3
Islamic State of Iraq and the Levant (ISIL),2014,200,3,6,17
Tehrik-i-Taliban Pakistan (TTP),2014,153,2,5,4
Tehrik-i-Taliban Pakistan (TTP),2014,153,2,5,3
Sudan Liberation Movement,2014,195,2,5,4
Boko Haram,2014,147,7,8,2
New People's Army (NPA),2014,160,1,5,2
Taliban,2014,4,6,5,8
Baloch Liberation Army (BLA),2014,153,3,6,10
Bangladesh Nationalist Party (BNP),2014,19,7,8,15
Boko Haram,2014,147,3,6,4
New People's Army (NPA),2014,160,2,5,4
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,4
Tehrik-i-Taliban Pakistan (TTP),2014,153,1,6,3
Taliban,2014,4,3,6,3
Al-Shabaab,2014,182,3,6,4
Al-Shabaab,2014,182,2,5,4
Al-Shabaab,2014,182,9,13,3
Taliban,2014,4,2,5,3
Revolutionary Armed Forces of Colombia (FARC),2014,45,2,5,4
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,19
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,19
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,4
Maoists,2014,92,6,13,2
Al-Shabaab,2014,182,2,5,4
Tehrik-i-Taliban Pakistan (TTP),2014,153,2,5,15
Southern Mobility Movement (Yemen),2014,228,6,13,4
Baloch Liberation Front (BLF),2014,153,6,5,6
National Liberation Army of Colombia (ELN),2014,45,6,5,1
Lord's Resistance Army (LRA),2014,229,6,13,14
Baloch Republican Army (BRA),2014,153,3,6,21
Democratic Front for the Liberation of Rwanda (FDLR),2014,229,2,5,3
Tribesmen,2014,228,6,5,4
Sudan Liberation Army-Minni Minawi (SLA-MM),2014,195,2,5,13
Baloch Republican Army (BRA),2014,153,3,6,21
Abu Sayyaf Group (ASG),2014,160,2,5,3
Al-Shabaab,2014,182,9,13,4
Al-Shabaab,2014,182,3,6,14
Taliban,2014,4,2,5,3
Kuki National Front (KNF),2014,92,6,5,1
Tribesmen,2014,228,1,5,2
Taliban,2014,4,3,6,3
Muslim extremists,2014,95,3,6,19
Tehrik-i-Taliban Pakistan (TTP),2014,153,1,5,14
Tehrik-i-Taliban Pakistan (TTP),2014,153,1,6,2
Tehrik-i-Taliban Pakistan (TTP),2014,153,1,6,2
Al-Qaida in the Arabian Peninsula (AQAP),2014,228,2,6,4
Al-Shabaab,2014,182,2,5,8
Al-Shabaab,2014,182,9,13,4
Boko Haram,2014,147,2,6,14
Boko Haram,2014,147,2,5,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,3
Al-Shabaab,2014,182,2,5,14
Al-Shabaab,2014,182,9,13,14
Al-Shabaab,2014,182,2,5,14
Al-Shabaab,2014,182,3,6,4
Group of Popular Fighters,2014,78,3,6,1
Buddhist Monks,2014,186,7,13,15
Buddhist Monks,2014,186,7,13,15
New People's Army (NPA),2014,160,7,5,1
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Mayi Mayi,2014,229,2,5,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Maoists,2014,92,2,9,14
Sudan Revolutionary Front (SRF),2014,195,2,5,19
Liberation and Justice Movement (LJM),2014,195,9,13,4
Al-Shabaab,2014,182,6,13,14
Liberation and Justice Movement (LJM),2014,195,2,5,4
Liberation and Justice Movement (LJM),2014,195,2,5,4
Liberation and Justice Movement (LJM),2014,195,2,5,3
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Boko Haram,2014,147,3,6,14
Al-Qaida in the Arabian Peninsula (AQAP),2014,228,1,5,1
Tehrik-i-Taliban Pakistan (TTP),2014,153,3,6,3
Tehrik-i-Taliban Pakistan (TTP),2014,153,2,5,2
Taliban,2014,4,2,9,3
Taliban,2014,4,3,6,3
Taliban,2014,4,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,2
New People's Army (NPA),2014,160,7,8,1
Al-Shabaab,2014,182,2,6,4
Al-Shabaab,2014,182,2,6,4
Al-Shabaab,2014,182,9,13,4
Southern Mobility Movement (Yemen),2014,228,7,5,4
Zero Tolerance,2014,78,3,6,2
Anti-Balaka Militia,2014,41,2,9,14
Taliban,2014,4,2,5,4
Boko Haram,2014,147,2,5,17
Tehrik-i-Taliban Pakistan (TTP),2014,153,2,5,14
Taliban,2014,4,2,5,3
Maoists,2014,92,7,8,1
Separatists,2014,205,3,6,3
Tehrik-i-Taliban Pakistan (TTP),2014,153,3,6,4
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,3
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,1
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Al-Shabaab,2014,182,6,5,7
Islamic State of Iraq and the Levant (ISIL),2014,200,3,6,17
Islamic State of Iraq and the Levant (ISIL),2014,200,3,6,17
Mozambique National Resistance Movement (MNR),2014,137,2,5,4
Israeli extremists,2014,155,7,8,15
Boko Haram,2014,147,2,6,3
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,20
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,20
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,20
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,20
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Baloch Republican Army (BRA),2014,153,3,6,21
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,2
Lashkar-e-Jhangvi,2014,153,2,5,14
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,14
Islamic State of Iraq and the Levant (ISIL),2014,95,2,5,17
Islamic State of Iraq and the Levant (ISIL),2013,200,6,9,14
Maoists,2014,92,2,9,3
Al-Nusrah Front,2014,110,3,6,14
Revolutionary Armed Forces of Colombia (FARC),2014,45,3,6,3
Al-Qaida in the Arabian Peninsula (AQAP),2014,228,6,5,4
Al-Qaida in the Arabian Peninsula (AQAP),2014,228,3,6,2
Al-Qaida in the Arabian Peninsula (AQAP),2014,228,2,6,4
New People's Army (NPA),2014,160,2,5,2
Al-Shabaab,2014,182,1,5,4
Tehrik-i-Taliban Pakistan (TTP),2014,153,3,6,3
Tehrik-i-Taliban Pakistan (TTP),2014,153,3,6,3
Boko Haram,2014,147,7,8,15
Abdullah Azzam Brigades,2014,153,3,6,4
Islamic State of Iraq and the Levant (ISIL),2014,95,3,6,4
Anti-Balaka Militia,2014,41,2,5,15
Islamic State of Iraq and the Levant (ISIL),2014,110,3,6,17
Islamic State of Iraq and the Levant (ISIL),2014,110,3,6,17
Islamic State of Iraq and the Levant (ISIL),2014,110,3,6,17
Islamic State of Iraq and the Levant (ISIL),2014,110,3,6,17
Taliban,2014,4,3,6,7
New People's Army (NPA),2014,160,2,5,14
New People's Army (NPA),2014,160,7,5,1
Baloch Republican Army (BRA),2014,153,3,6,19
National Democratic Front of Bodoland (NDFB),2014,92,2,5,19
Tehrik-i-Taliban Pakistan (TTP),2014,153,2,5,10
Ansar Bayt al-Maqdis (Ansar Jerusalem),2014,60,3,6,21
Sipah-I-Mohammed,2014,153,1,5,14
Southern Yemen Separatists,2014,228,2,5,4
United Democratic Liberation Army (UDLA),2014,92,6,5,14
Anti-Balaka Militia,2014,41,2,6,14
Taliban,2014,4,3,6,3
Kuki Tribal Militants,2014,92,6,5,14
Taliban,2014,4,3,6,20
Taliban,2014,4,3,6,15
